id,title,handle,url,vendor,product_type,tags,price_min,price_max,variant_count,main_image,image_count,description_text
7629711573101,"4"" 102mm Hole Saw Made for Point Pod",hole-saw-4-for-point-pod,https://modernpower.solutions/products/hole-saw-4-for-point-pod,Point Pod,,"102mm Hole, 4"" Hole, Custom Insert Top, US Sockets",102.0,102.0,1,https://cdn.shopify.com/s/files/1/0564/0208/3949/files/modern-power-web-point-pod-hole-saw-drill-bit-whitebg-6.webp?v=1743406201,3,"4″ Hole Saw Drill Bit with 3.66″ Inner Dimension and 5/8-11 Thread for Point Pod Installation

Overview

Engineered for precision, this 4"" (102mm) hole saw features a 3.66″ (93mm) inner dimension and an 5/8-11 thread—perfectly suited for creating accurate cut-outs in stone benchtops when installing a Point Pod. Designed to deliver a clean, seamless fit, it allows the cut-out section to slot neatly into the top of the Point Pod, ensuring a flawless, professional finish.

Please note: This hole saw does not include an arbour adapter for standard drills. It features a 5/8-11 threaded connection, which is designed for professional coring drills or CNC machines.

Because attaching this hole saw to a regular handheld drill can easily damage your countertop - especially for inexperienced users - we strongly advise against using an arbour adapter.

If you do require an arbour adapter, you can find one here or contact us for assistance.

Technical Specifications

Outer Diameter: 102mm (4.02 inches)
Inner Dimension: 93mm (3.66 inches)
Material: High-Speed Steel (HSS) / Bi-Metal
Tooth Design: Diamond-coated for enhanced cutting performance
Cutting Depth: Up to 50mm (2 inches), depending on the material
Arbor Compatibility: Fits most standard arbors
Thread Type: 5/8-11

Package Includes

1 x 4"" 102mm Hole Saw

Ensure a perfect cut every time—order now for a smooth and precise Point Pod installation!"
7629708460141,Hole Saw 102mm for Point Pod,hole-saw-102mm-4-for-point-pod,https://modernpower.solutions/products/hole-saw-102mm-4-for-point-pod,Point Pod,,"102mm Hole, AU Sockets",75.0,75.0,1,https://cdn.shopify.com/s/files/1/0564/0208/3949/files/modern-power-web-point-pod-hole-saw-drill-bit-D102xM14-whitebg-5.webp?v=1743402516,3,"102mm Hole Saw Drill Bit with 93mm Inner Dimension & M14 Thread — For Point Pod Installation

Overview

Engineered for precision, this 102mm hole saw features a 93mm inner dimension and an M14 thread—perfectly suited for creating accurate cut-outs in stone benchtops when installing a Point Pod. Designed to deliver a clean, seamless fit, it allows the cut-out section to slot neatly into the top of the Point Pod, ensuring a flawless, professional finish.

Please note: This hole saw does not include an arbor adapter for standard drills. It features a 5/8-11 threaded connection, which is designed for professional coring drills or CNC machines.

Because attaching this hole saw to a regular handheld drill can easily damage your countertop - especially for inexperienced users - we strongly advise against using an arbor adapter.

If you do require an arbor adapter, you can find one here or contact us for assistance.

Technical Specifications

Outer Diameter: 102mm (4.02 inches)
Inner Dimension: 93mm (3.66 inches)
Material: High-Speed Steel (HSS) / Bi-Metal
Tooth Design: Diamond-coated for enhanced cutting performance
Cutting Depth: Up to 50mm (1.97 inches), depending on the material
Arbor Compatibility: Fits most standard arbors
Thread Type: M14

Package Includes

1 x 102mm Hole Saw

Ensure a perfect cut every time—order now for a smooth and precise Point Pod installation!"
7207887405165,"V14B-HNR: Black Quad-Sided, Pop Up Power Outlet w/HDMI",v14b-hnr-black-quad-sided-pop-up-power-outlet-w-hdmi,https://modernpower.solutions/products/v14b-hnr-black-quad-sided-pop-up-power-outlet-w-hdmi,Modern Power Solutions,,HDMI,146.0,146.0,1,https://cdn.shopify.com/s/files/1/0564/0208/3949/files/onWhite_all_0028-jpg-e1687138782847_a6cd42c3-2636-41f2-96a2-3b46f410da39.webp?v=1709172974,4,"The V14B-HNR is the HDMI Pop Up Outlet variation of the standard V14B-AU

This model retains all the core features of the V14B-AU but replaces one of the RJ45 data ports with an HDMI port, providing enhanced connectivity options.

The HDMI Pop-Up Outlet is an ideal solution for offices, boardroom tables, or any space requiring a video passthrough port. Simply connect your device to a projector or video display from the underside of the unit. This setup allows users to conveniently plug in their laptops directly from the desk, ensuring seamless connectivity and a clutter-free workspace.

Features

- Wireless Charging Top

- HDMI Passthrough Port

- USB-C Fast Charging Port

- USB-A Charging Port

- RJ45 Passthrough Port"
7195109720173,"Point Pod Boardroom w/USB, RJ45, HDMI",point-pod-boardroom-w-usb-rj45-hdmi,https://modernpower.solutions/products/point-pod-boardroom-w-usb-rj45-hdmi,Point Pod,,"102mm Hole, AU Sockets, Custom Insert Top, HDMI, Motorised Lift, Primary, RJ45, USB-A, USB-C",386.0,386.0,1,https://cdn.shopify.com/s/files/1/0564/0208/3949/files/onWhite_all_pointpod_0033-1.png?v=1707456397,6,"The Point Pod Boardroom integrates a versatile power outlet system into office and boardroom tables, providing a variety of ports with seamless tabletop integration.

This innovative system includes two USB ports (one USB-A and one USB-C), two Australian power outlets, an RJ45 data outlet, and an HDMI outlet. Its sleek design allows you to customize its appearance by inserting a cut-out of your countertop material into the top of the unit. With the push of a button, an electric motor smoothly raises the Point Pod for quick and convenient access.

Wide Range of Ports

-
USB-A

- USB-C

- HDMI

- RJ45

- 2x Power Outlets

The Point Pod Boardroom simplifies connectivity in offices, conference rooms, meeting spaces, and shared work environments. Its comprehensive port selection supports power, video, and data needs. Video and data ports operate as passthrough connections, with alternate ports located on the underside of the unit. The power outlets, however, connect directly via a single 240V cable and plug, delivering reliable power to your devices."
7195109425261,Point Pod Compact Black,point-pod-compact-black,https://modernpower.solutions/products/point-pod-compact-black,Point Pod,,"102mm Hole, AU Sockets, Custom Insert Top, Motorised Lift, Primary",289.0,289.0,1,https://cdn.shopify.com/s/files/1/0564/0208/3949/files/onWhite_all_pointpod_0003-1.png?v=1707456258,6,"The Point Pod Compact Black adds style and functionality to kitchen countertops. It blends seamlessly into your kitchen by incorporating a cut-out of your countertop material on its top. This unit features two Australian power outlets, perfect for kitchen appliances. Press a button to raise the unit with its smooth electric motor.

Compact Design

- Two Power Outlets

The Point Pod stands 11 cm shorter than the standard Point Pod Multi when raised (17 cm vs. 28 cm). Its compact size makes it ideal for smaller spaces or users who only need basic outlets.

For those needing USB ports, the Point Pod Compact Black with USB offers one power outlet and two USB ports, providing a compact alternative with added connectivity."
7195109392493,Point Pod Compact Silver,point-pod-compact-silver,https://modernpower.solutions/products/point-pod-compact-silver,Point Pod,,"102mm Hole, AU Sockets, Custom Insert Top, Motorised Lift, Primary",259.0,259.0,1,https://cdn.shopify.com/s/files/1/0564/0208/3949/files/onWhite_all_pointpod_0008-1.png?v=1707456042,6,"The Point Pod Compact Silver adds style and functionality to kitchen countertops. It blends seamlessly into your kitchen by incorporating a cut-out of your countertop material on its top. This unit features two Australian power outlets, perfect for kitchen appliances. Press a button to raise the unit with its smooth electric motor.

Compact Design

- Two Power Outlets

The Point Pod Compact Silver stands 11 cm shorter than the standard Point Pod Multi when raised (17 cm vs. 28 cm). Its compact size makes it ideal for smaller spaces or users who only need basic outlets.

For those needing USB ports, the Point Pod Compact with USB offers one power outlet and two USB ports, providing a compact alternative with added connectivity."
7195109228653,Point Pod Compact Black w/USB,point-pod-compact-black-w-usb,https://modernpower.solutions/products/point-pod-compact-black-w-usb,Point Pod,,"102mm Hole, AU Sockets, Custom Insert Top, Motorised Lift, Primary, USB-A, USB-C",324.0,324.0,1,https://cdn.shopify.com/s/files/1/0564/0208/3949/files/onWhite_all_pointpod_0018-1.png?v=1707455923,6,"The Point Pod Compact Black with USB adds style and functionality to kitchen countertops. It blends seamlessly into your kitchen by incorporating a cut-out of your countertop material on its top. This unit features one Australian power outlet and two USB charging outlets, perfect for kitchen appliances. Press a button to raise the unit with its smooth electric motor.

Compact Design

- One Power Outlet

- One USB-C Charging Outlet

- One USB-A Charging Outlet

The Point Pod stands 11 cm shorter than the standard Point Pod Multi when raised (17 cm vs. 28 cm). Its compact size makes it ideal for smaller spaces or users who only need basic outlets.

For those not needing USB ports, the Point Pod Compact Black offers two power outlets, providing a compact alternative with added 240v connectivity."
7195108966509,Point Pod Compact Silver w/USB,point-pod-compact-silver-w-usb,https://modernpower.solutions/products/point-pod-compact-silver-w-usb,Point Pod,,"102mm Hole, AU Sockets, Custom Insert Top, Motorised Lift, Primary, USB-A, USB-C",308.0,308.0,1,https://cdn.shopify.com/s/files/1/0564/0208/3949/files/onWhite_all_pointpod_0013-1.png?v=1707455289,6,"The Point Pod Compact Silver with USB adds style and functionality to kitchen countertops. It blends seamlessly into your kitchen by incorporating a cut-out of your countertop material on its top. This unit features one Australian power outlet and two USB charging outlets, perfect for kitchen appliances. Press a button to raise the unit with its smooth electric motor.

Compact Design

- One Power Outlet

- One USB-C Charging Outlet

- One USB-A Charging Outlet

The Point Pod Compact Silver USB stands 11 cm shorter than the standard Point Pod Multi when raised (17 cm vs. 28 cm). Its compact size makes it ideal for smaller spaces or users who only need basic outlets.

For those not needing USB ports, the Point Pod Compact offers two power outlets, providing a compact alternative with added 240v connectivity."
7195108933741,Point Pod Multi Black w/USB,point-pod-multi-black-w-usb,https://modernpower.solutions/products/point-pod-multi-black-w-usb,Point Pod,,"102mm Hole, AU Sockets, Custom Insert Top, Motorised Lift, Primary, USB-A, USB-C",340.0,340.0,1,https://cdn.shopify.com/s/files/1/0564/0208/3949/files/onWhite_all_pointpod_0023-1.png?v=1707455160,6,"The Point Pod Multi Black with USB adds style and functionality to kitchen countertops. It blends seamlessly into your kitchen by incorporating a cut-out of your countertop material on its top. This unit features three Australian power outlets and two USB charging outlets, perfect for a wide range of kitchen appliances. Press a button to raise the unit with its smooth electric motor.

Outlets & Ports

- Three Power Outlets

- One USB-C Charging Port

- One USB-A Charging Port

The Point Pod Multi stands 11 cm taller than the compact Point Pod when raised (28 cm vs. 17 cm). Its taller size allows for an additional two electrical outlets for powering more kitchen appliances.

For those not needing three power outlets, the smaller Point Pod Compact offers one power outlet and two USB charging outlets."
7195108835437,Point Pod Multi Silver w/USB,point-pod-multi-silver-w-usb,https://modernpower.solutions/products/point-pod-multi-silver-w-usb,Point Pod,,"102mm Hole, AU Sockets, Custom Insert Top, Motorised Lift, Primary, USB-A, USB-C",324.0,324.0,1,https://cdn.shopify.com/s/files/1/0564/0208/3949/files/onWhite_all_pointpod_0028-1.png?v=1707455001,6,"The Point Pod Multi Silver with USB adds style and functionality to kitchen countertops. It blends seamlessly into your kitchen by incorporating a cut-out of your countertop material on its top. This unit features three Australian power outlets and two USB charging outlets, perfect for a wide range of kitchen appliances. Press a button to raise the unit with its smooth electric motor.

Outlets & Ports

- Three Power Outlets

- One USB-C Charging Port

- One USB-A Charging Port

The Point Pod Multi stands 11 cm taller than the compact Point Pod when raised (28 cm vs. 17 cm). Its taller size allows for an additional two electrical outlets for powering more kitchen appliances.

For those not needing three power outlets, the smaller Point Pod Compact offers one power outlet and two USB charging outlets."
7195102838893,"V8GSBO: Compact, Glossy Silver Top, Black, Pop Up Outlet",v8gsbo-compact-glossy-silver-black-pop-up-power-point,https://modernpower.solutions/products/v8gsbo-compact-glossy-silver-black-pop-up-power-point,Modern Power Solutions,,"60mm Hole, AU Sockets, Manual Lift, Primary",33.0,33.0,1,https://cdn.shopify.com/s/files/1/0564/0208/3949/files/onWhite_all_0023.webp?v=1707802070,3,"The V8GSBO is a compact pop-up power point from Modern Power Solutions. It features two power outlets in a small 60mm diameter, making it an ideal entry-level unit.

Its simple functionality and compact design make it a practical and efficient choice.

Features of the V8GSBO Compact Pop Up Power Point

- Two Australian Power Outlets

- Glossy Silver Top

- Plug & Play

- Compact Skinny Design

When designing our homes and offices, we are faced with decisions about the smallest of details as indeed it is the trifling aspects of modern spaces that set them apart. When it comes to deciding on electrical fittings however, most people don’t look any further than the white plastic plug assuming that’s their only option.

That’s why Modern Power Solutions revolutionising the way we access power in our kitchens, offices and other spaces."
